key,tables,isKeeper,label1,label2,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip,isLabeled
_id,"pps,ppps,pgps,tpcs,tgs,pas,tas,taac,tgcs,tpps,tps,pgs,taps,paps,tgps,oo",FALSE,_id,_id,_id,_id,NA,neu,txt,_id,Unique identifier for row in a table,NA,NA,TRUE
actionNumber,pbptga,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
actionType,"pbptga,pssh,tssh",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
afgmScorer,taac,TRUE,aFGM,aFGM SCO,Scorer Assisted FGM,Scorer Assisted FGM,NA,pos,int,Scorer Total Assisted FGM,"Total number of baskets scored off an assist by this scorer, assisted by any teammates.",NA,NA,TRUE
allPct,taac,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
and1,"ppps,pgps,tpps,taps,paps,tgps",TRUE,And1s,And 1s,And 1s,And 1s,NA,pos,int,And 1s,The total number of times a shot was made while being fouled by a defender from the opposing team (total number of And 1s).,NA,NA,TRUE
and1P100,taps,TRUE,And1/100,And1/100,And 1s / 100 Poss,And 1s / 100 Poss,NA,pos,num,And 1s / 100 Poss,The number of and 1s (made shot + foul drawn) per 100 possessions.,NA,NA,TRUE
and1P40,"taps,paps",TRUE,And1/40,And1/40,And 1s / 40 Mins,And 1s / 40 Mins,NA,pos,num,And 1s / 40 Mins,The number of and 1s (made shot + foul drawn) per 40 minutes.,NA,NA,TRUE
and1Pct,"pgps,taps,paps,tgps",TRUE,And1%,And1%,And 1 Pct,And 1 Percentage,NA,pos,pct,And 1 Percentage,The percentage of shooting fouls drawn where the shot was made.,NA,NA,TRUE
and1Pct3P,"pgps,taps,paps,tgps",TRUE,3A1%,3And1%,And 1 Pct on SFL3,And 1 Percentage on 3P SFLs,NA,pos,pct,And 1 Percentage (On 3-Point Shooting Foul),The percentage of 3-point shooting fouls drawn where the shot was made.,NA,NA,TRUE
and1Pg,"taps,paps",TRUE,And1/G,And1/G,And 1s / Game,And 1s / Game,NA,pos,num,And 1s / Game,The number of and 1s (made shot + foul drawn) per game.,NA,NA,TRUE
and1on2s,"pgps,taps,tgps",TRUE,2A1s,2P And 1s,And 1s on SFL2,And 1s on 2P SFLs,NA,pos,int,And 1s Made (On 2-Point Shooting Foul),The total number of times a 2-point shot was made while being fouled by a defender from the opposing team (total number of And 1s made on 2-point shooting fouls).,NA,NA,TRUE
and1on3s,"ppps,pgps,tpps,taps,paps,tgps",TRUE,3A1s,3P And 1s,And 1s on SFL3,And 1s on 3P SFLs,NA,pos,int,And 1s Made (On 3-Point Shooting Foul),The total number of times a 3-point shot was made while being fouled by a defender from the opposing team (total number of And 1s made on 3-point shooting fouls).,NA,NA,TRUE
aoopAst,"ppps,pgps,paps",TRUE,AST,OOP AST,Alley-Oop Assists,Alley-Oop Assists,NA,pos,int,Alley-Oop Assists,NA,NA,The total number of alley-oops assisted by the player.,TRUE
aoopAstP40,paps,TRUE,AST/40,OOP AST/40,Alley-Oop Assists / 40 Mins,Alley-Oop Assists / 40 Mins,NA,pos,num,Alley-Oop Assists / 40 Mins,NA,NA,"The number of alley-oops assisted by the player, per 40 minutes played.",TRUE
aoopAstPg,paps,TRUE,AST/G,OOP AST/G,Alley-Oop Assists / Game,Alley-Oop Assists / Game,NA,pos,num,Alley-Oop Assists / Game,NA,NA,"The number of alley-oops assisted by the player, per game.",TRUE
aoopFgPct,"taps,paps",TRUE,FG%,OOP FG%,Alley-Oop FG%,Alley-Oop FG%,NA,pos,pct,Alley-Oop FG%,NA,Field goal percentage on alley-oops.,Field goal percentage on alley-oops.,TRUE
aoopFga,"pgps,taps,paps,tgps",TRUE,FGA,OOP FGA,Alley-Oop Field Goals Attempted,Alley-Oop Field Goals Attempted,NA,pos,int,Alley-Oop Field Goals Attempted,NA,The total number of alley-oop field goal attempts by the team.,The total number of alley-oop field goal attempts by the player.,TRUE
aoopFgaFreq,"taps,paps",TRUE,FGA%,OOP FGA%,Alley-Oop % of Shots,Alley-Oop % of Shots,NA,pos,pct,Alley-Oop % of Shots,NA,The percentage of shots taken that were alley-oop dunk attempts.,The percentage of shots taken that were alley-oop dunk attempts.,TRUE
aoopFgaP100,taps,TRUE,FGA/100,OOP FGA/100,Alley-Oop FGA / 100 Poss,Alley-Oop FGA / 100 Poss,NA,pos,num,Alley-Oop FGA / 100 Poss,NA,"The number of alley-oop field goal attempts by the team, per 100 possessions played.","The number of alley-oop field goal attempts by the player, per 100 possessions played.",TRUE
aoopFgaP40,"taps,paps",TRUE,FGA/40,OOP FGA/40,Alley-Oop FGA / 40 Mins,Alley-Oop FGA / 40 Mins,NA,pos,num,Alley-Oop FGA / 40 Mins,NA,"The number of alley-oop field goal attempts by the team, per 40 minutes played.","The number of alley-oop field goal attempts by the player, per 40 minutes played.",TRUE
aoopFgaPg,"taps,paps",TRUE,FGA/G,OOP FGA/G,Alley-Oop FGA / Game,Alley-Oop FGA / Game,NA,pos,num,Alley-Oop FGA / Game,NA,"The number of alley-oop field goal attempts by the team, per game.","The number of alley-oop field goal attempts by the player, per game.",TRUE
aoopFgm,"ppps,pgps,tpps,taps,paps,tgps",TRUE,FGM,OOP FGM,Alley-Oop Field Goals Made,Alley-Oop Field Goals Made,NA,pos,int,Alley-Oop Field Goals Made,NA,The total number of alley-oop field goals made by the team.,The total number of alley-oop field goals made by the player.,TRUE
apPoll,"pps,ppps,pgps,tpcs,tgs,pbptga,pssh,tssc,tgcs,pssc,tssh,tpps,tps,pgs,tgps",TRUE,AP,AP Poll,AP Poll Rank,AP Poll Rank,NA,neg,int,AP Poll Rank,NA,The AP Poll ranking of the team in a given game.,NA,TRUE
apPollAgst,"pps,ppps,pgps,tpcs,tgs,pbptga,pssh,tssc,tgcs,pssc,tssh,tpps,tps,pgs,tgps",TRUE,vs AP,AP Poll Agst,AP Poll Rank Agst,AP Poll Rank Against,NA,neg,int,AP Poll Rank Against,NA,The AP Poll ranking of the team's opponent in a given game.,NA,TRUE
assisterId,taac,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
assisterName,taac,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
assisterPct,taac,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
assisterTotal,taac,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ast,"pps,pgps,tpcs,tgs,gfl,pas,tssc,tas,tgcs,tps,pgs,taps,paps,tass,lu,tgps,oo",TRUE,AST,AST,Assists,Assists,NA,pos,int,Assists,The total number of assists.,NA,NA,TRUE
ast2,"pgps,paps",TRUE,AST2,AST2,2P Assists,2P Assists,NA,pos,int,2P Assists,The total number of assists where the shooter scored on a 2-point shot.,NA,NA,TRUE
ast2P40,paps,TRUE,AST/40,AST2/40,2P Assists / 40 Mins,2P Assists / 40 Mins,NA,pos,num,2P Assists / 40 Mins,The total number of assists per 40 minutes where the shooter scored on a 2-point shot.,NA,NA,TRUE
ast2Pg,paps,TRUE,AST/G,AST2/G,2P Assists / Game,2P Assists / Game,NA,pos,num,2P Assists / Game,The total number of assists per game where the shooter scored on a 2-point shot.,NA,NA,TRUE
ast3,"pgps,paps",TRUE,AST3,AST3,3P Assists,3P Assists,NA,pos,int,3P Assists,The total number of assists where the shooter scored on a 3-point shot.,NA,NA,TRUE
ast3P40,paps,TRUE,AST/40,AST3/40,3P Assists / 40 Mins,3P Assists / 40 Mins,NA,pos,num,3P Assists / 40 Mins,The total number of assists per 40 minutes where the shooter scored on a 3-point shot.,NA,NA,TRUE
ast3Pg,paps,TRUE,AST/G,AST3/G,3P Assists / Game,3P Assists / Game,NA,pos,num,3P Assists / Game,The total number of assists per game where the shooter scored on a 3-point shot.,NA,NA,TRUE
astAgst,gfl,TRUE,AST,AST AGST,Opponent Assists,Opponent Assists,NA,neg,int,Opponent Assists,The total number of assists by the opponent.,NA,NA,TRUE
astAssister,taac,TRUE,AST,AST ASTR,Assister Assists,Assister Assists,NA,pos,int,Assister Total Assists,The total number of assists by this assister to all teammates.,NA,NA,TRUE
astP100,"tas,lu,oo",TRUE,AST/100,AST/100,Assists / 100 Poss,Assists / 100 Poss,NA,pos,num,Assists / 100 Poss,An estimate of the number of assists per 100 possessions played.,NA,NA,TRUE
astP40,"pas,tas,lu,oo",TRUE,AST/40,AST/40,Assists / 40 Mins,Assists / 40 Mins,NA,pos,num,Assists / 40 Mins,The number of assists per 40 minutes played.,NA,NA,TRUE
astPct,"pps,tpcs,tgs,pas,tas,tgcs,tps,pgs,tass,lu,oo",TRUE,AST%,AST%,Assist Pct,Assist Percentage,Percentage of on-court team FGMs assisted,pos,pct,Assist Percentage,NA,Percentage of the team's made shots that were assisted.,An estimate of the percentage of teammate field goals a player assisted while he was on the floor.,TRUE
astPg,"pas,tas",TRUE,AST/G,AST/G,Assists / Game,Assists / Game,NA,pos,num,Assists / Game,The number of assists per game.,NA,NA,TRUE
astRatio,"pps,tpcs,tgs,pas,tas,tgcs,tps,pgs,lu,oo",TRUE,AST Ratio,AST Ratio,Assist Ratio,Assist Ratio,NA,pos,pct,Assist Ratio,NA,Percentage of the team's possessions that ends in an assist.,The percentage of possessions used by the player that ends in an assist.,TRUE
astTeam,taac,TRUE,AstTm,Ast Tm,Team Assists,Team Assists,NA,pos,int,Total Team Assists,The total number of assists by the team.,NA,NA,TRUE
astTm,"pgps,paps",TRUE,NA,NA,NA,NA,NA,NA,NA,Team Assists,NA,NA,NA,FALSE
astToScoPct,taac,TRUE,%AST,%Ast to Sco,Assists to Scorer Pct,Assists to Scorer Percentage,NA,pos,pct,% of Assister's Assists to this Scorer,The percentage of this Assister's assists that were assists to this specific Scorer.,NA,NA,TRUE
astTov,"pps,tpcs,tgs,pas,tssc,tas,tgcs,tps,pgs,tass,lu,oo",TRUE,AST/TOV,AST/TOV,Ast/Tov Ratio,Assist-To-Turnover Ratio,NA,pos,ratio,Assist To Turnover Ratio,NA,The ratio of total assists to total turnovers committed by the team.,The ratio of total assists to total turnovers committed by the player.,TRUE
astUsage,"pps,pas,pgs",TRUE,AST/USG,AST/USG,Assist-Usage Ratio,Assist-To-Usage Ratio,NA,pos,ratio,Ratio of Assist Percentage to Usage Rate,NA,NA,"A player's assist percentage can be inflated from a player having a high usage rate, as he'll have more opportunities to generate assists. With AST% / USG%, a player must have a high AST% relative to their USG% to perform well.",TRUE
astdPts,"ppps,pgps,paps",TRUE,ASTDPTS,ASTDPTS,Assisted PTS,Points Assisted On,NA,pos,int,Assisted Points Scored,NA,NA,The total number of points scored by the player that were assisted by a teammate.,TRUE
atb3Ast,"pgps,paps",TRUE,AST,ATB3 AST,Above Break 3s Assists,Above Break 3s Assists,NA,pos,int,Above The Break 3s Assists,The total number of assists where the shooter scored an above the break 3.,NA,NA,TRUE
atb3AstP40,"pgps,paps",TRUE,AST/40,ATB3 AST/40,Above Break 3s Assists / 40 Mins,Above Break 3s Assists / 40 Mins,NA,pos,num,Above The Break 3s Assists / 40 Mins,The total number of assists per 40 minutes where the shooter scored an above the break 3.,NA,NA,TRUE
atb3AstPg,paps,TRUE,AST/G,ATB3 AST/G,Above Break 3s Assists / Game,Above Break 3s Assists / Game,NA,pos,num,Above The Break 3s Assists / Game,The total number of assists per game where the shooter scored an above the break 3.,NA,NA,TRUE
atb3AstdPct,"pgps,taps,paps,tgps",TRUE,ASTD%,ATB3 ASTD%,Above Break 3s Assisted Pct,Above Break 3s Assisted Pct,NA,pos,pct,Above The Break 3s Assisted Percentage,The percentage of shots made on above the break 3s that were assisted.,NA,NA,TRUE
atb3AvgDist,"pgps,taps,paps,tgps",TRUE,AvgDist,ATB3 Avg Dist,Avg Shot Dist on ATB 3s,Average Shot Distance on Above Break 3s,NA,neg,num,Average Shot Distance on Above Break 3s,Average shot distance of above the break 3s attempts. Shot distances are based on scorekeeper-tagged locations and may contain minor shot-location inaccuracies. Heaves (above 35 feet) are removed.,NA,NA,TRUE
atb3Drb,"taps,tgps",TRUE,DRB,ATB3 DRB,Above Break 3s Def Rebounds,Above Break 3s Defensive Rebounds,NA,pos,int,Above The Break 3s Defensive Rebounds,The total number of defensive rebounds grabbed on opponent's missed above the break 3s.,NA,NA,TRUE
atb3DrbChnc,"taps,tgps",TRUE,CHNC,ATB3 DRB CHNC,Above Break 3s Def Rebound Chances,Above Break 3s Defensive Rebound Chances,NA,pos,int,Above The Break 3s Defensive Rebound Chances,The total number of defensive rebounds chances (defensive rebounds grabbed plus opponent offensive rebounds) on opponent's missed above the break 3s.,NA,NA,TRUE
atb3DrbPct,"taps,tgps",TRUE,DRB%,ATB3 DRB%,Above Break 3s Def Rebound Pct,Above Break 3s Defensive Rebounding Percentage,NA,pos,pct,Above The Break 3s Defensive Rebounding Percentage,Percentage of the opponent's missed above the break 3s that were defensive rebounded by the team.,NA,NA,TRUE
atb3FgPct,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FG%,ATB3 FG%,ATB 3s FG%,Above Break 3s FG%,NA,pos,pct,Above The Break 3s Field Goal Percentage,Field goal percentage on above the break 3s.,NA,NA,TRUE
atb3FgPctS01,"pgps,taps,paps,tgps",TRUE,FG%,ATB3 FG% (0-10s),ATB3 FG% (0-10s on Shot Clock),Above Break 3s FG% with 0-10 Secs on Shot Clock,NA,pos,pct,Above The Break 3s FG% with 0 - 10 Seconds Left on Shot Clock,Field goal percentage on above the break 3s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgPctS12,"pgps,taps,paps,tgps",TRUE,FG%,ATB3 FG% (10-20s),ATB3 FG% (10-20s on Shot Clock),Above Break 3s FG% with 10-20 Secs on Shot Clock,NA,pos,pct,Above The Break 3s FG% with 10 - 20 Seconds Left on Shot Clock,Field goal percentage on above the break 3s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgPctS23,"pgps,taps,paps,tgps",TRUE,FG%,ATB3 FG% (20-30s),ATB3 FG% (20-30s on Shot Clock),Above Break 3s FG% with 20-30 Secs on Shot Clock,NA,pos,pct,Above The Break 3s FG% with 20 - 30 Seconds Left on Shot Clock,Field goal percentage on above the break 3s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atb3Fga,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGA,ATB3 FGA,ATB 3s FGA,Above Break 3s FGA,NA,pos,int,Above The Break 3s Field Goal Attempts,The total number of field goal attempts on above the break 3s.,NA,NA,TRUE
atb3FgaFreq,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGA%,ATB3 FGA%,ATB 3s FGA%,Above Break 3s FGA%,NA,pos,pct,Above The Break 3s Field Goal Attempt Frequency,Percentage of shots taken as above the break 3s.,NA,NA,TRUE
atb3FgaFreqAllS01,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (0-10s) A,Above Break 3s FGA% (0-10s) % All,Above Break 3s FGA% (0-10s) % of all shots,NA,pos,pct,"Above The Break 3s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were above the break 3s with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgaFreqAllS12,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (10-20s) A,Above Break 3s FGA% (10-20s) % All,Above Break 3s FGA% (10-20s) % of all shots,NA,pos,pct,"Above The Break 3s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were above the break 3s with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgaFreqAllS23,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (20-30s) A,Above Break 3s FGA% (20-30s) % All,Above Break 3s FGA% (20-30s) % of all shots,NA,pos,pct,"Above The Break 3s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were above the break 3s with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgaFreqClockS01,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (0-10s) C,Above Break 3s FGA% (0-10s) % Clock,Above Break 3s FGA% (0-10s) % of 0-10s shots,NA,pos,pct,"Above The Break 3s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of 0 - 10s shots)",Percentage of all shots taken with 0 - 10 seconds remaining on the shot clock that were above the break 3s.,NA,NA,TRUE
atb3FgaFreqClockS12,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (10-20s) C,Above Break 3sFGA% (10-20s) % Clock,Above Break 3s FGA% (10-20s) % of 10-20s shots,NA,pos,pct,"Above The Break 3s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of 10 - 20s shots)",Percentage of all shots taken with 10 - 20 seconds remaining on the shot clock that were above the break 3s.,NA,NA,TRUE
atb3FgaFreqClockS23,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (20-30s) C,Above Break 3s FGA% (20-30s) % Clock,Above Break 3s FGA% (20-30s) % of 20-30s shots,NA,pos,pct,"Above The Break 3s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of 20 - 30s shots)",Percentage of all shots taken with 20 - 30 seconds remaining on the shot clock that were above the break 3s.,NA,NA,TRUE
atb3FgaFreqZoneS01,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (0-10s) Z,Above Break 3s FGA% (0-10s) % ATB 3s,Above Break 3s FGA% (0-10s) % of ATB 3s,NA,pos,pct,"Above The Break 3s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of ATB 3s)",Percentage of all above the break 3s that were taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgaFreqZoneS12,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (10-20s) Z,Above Break 3s FGA% (10-20s) % ATB 3s,Above Break 3s FGA% (10-20s) % of ATB 3s,NA,pos,pct,"Above The Break 3s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of ATB 3s)",Percentage of all above the break 3s that were taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgaFreqZoneS23,"pgps,taps,paps,tgps",TRUE,FGA%,ATB3 FGA% (20-30s) Z,Above Break 3s FGA% (20-30s) % ATB 3s,Above Break 3s FGA% (20-30s) % of ATB 3s,NA,pos,pct,"Above The Break 3s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of ATB 3s)",Percentage of all above the break 3s that were taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgaP100,"taps,lu,oo",TRUE,FGA/100,ATB3 FGA/100,Above Break 3s FGA / 100,Above Break 3s FGA / 100 Poss,NA,pos,num,Above The Break 3s Field Goal Attempts / 100 Possessions,Field goal attempts on above the break 3s per 100 possessions played.,NA,NA,TRUE
atb3FgaP40,"taps,paps,lu,oo",TRUE,FGA/40,ATB3 FGA/40,Above Break 3s FGA / 40,Above Break 3s FGA / 40 Mins,NA,pos,num,Above The Break 3s Field Goal Attempts / 40 Minutes,Field goal attempts on above the break 3s per 40 minutes played.,NA,NA,TRUE
atb3FgaPg,"taps,paps",TRUE,FGA/G,ATB3 FGA/G,Above Break 3s FGA / Game,Above Break 3s FGA / Game,NA,pos,num,Above The Break 3s Field Goal Attempts / Game,Field goal attempts on above the break 3s per game.,NA,NA,TRUE
atb3FgaS01,"pgps,taps,paps,tgps",TRUE,FGA,ATB3 FGA (0-10s),Above Break 3s FGA (0-10s),Above Break 3s FGAs with 0-10 Secs on Shot Clock,NA,pos,int,Above Break 3s FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of field goal attempts on above the break 3s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgaS12,"pgps,taps,paps,tgps",TRUE,FGA,ATB3 FGA (10-20s),Above Break 3s FGA (10-20s),Above Break 3s FGAs with 10-20 Secs on Shot Clock,NA,pos,int,Above Break 3s FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of field goal attempts on above the break 3s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgaS23,"pgps,taps,paps,tgps",TRUE,FGA,ATB3 FGA (20-30s),Above Break 3s FGA (20-30s),Above Break 3s FGAs with 20-30 Secs on Shot Clock,NA,pos,int,Above Break 3s FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of field goal attempts on above the break 3s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atb3Fgm,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGM,ATB3 FGM,Above Break 3s FGM,Above Break 3s FGM,NA,pos,int,Above The Break 3s Field Goals Made,The total number of field goals made on above the break 3s.,NA,NA,TRUE
atb3FgmA,"pgps,taps,paps,tgps",TRUE,aFGM,ATB3 aFGM,Assisted Above Break 3s,Assisted Above Break 3s,NA,pos,int,Assisted Above The Break 3s,NA,The total number of assisted above the break 3s made by the team.,The total number of assisted above the break 3s made by the player.,TRUE
atb3FgmAP100,taps,TRUE,aFGM/100,ATB3 aFGM/100,Assisted Above Break 3s / 100 Poss,Assisted Above Break 3s / 100 Poss,NA,pos,num,Assisted Above The Break 3s / 100 Possessions,NA,"The number of assisted above the break 3s made by the team, per 100 possessions played.","The number of assisted above the break 3s made by the player, per 100 possessions played.",TRUE
atb3FgmAP40,"taps,paps",TRUE,aFGM/40,ATB3 aFGM/40,Assisted Above Break 3s / 40 Mins,Assisted Above Break 3s / 40 Mins,NA,pos,num,Assisted Above The Break 3s / 40 Minutes,NA,"The number of assisted above the break 3s made by the team, per 40 minutes played.","The number of assisted above the break 3s made by the player, per 40 minutes played.",TRUE
atb3FgmAPg,"taps,paps",TRUE,aFGM/G,ATB3 aFGM/G,Assisted Above Break 3s / Game,Assisted Above Break 3s / Game,NA,pos,num,Assisted Above The Break 3s / Game,NA,"The number of assisted above the break 3s made by the team, per game.","The number of assisted above the break 3s made by the player, per game.",TRUE
atb3FgmS01,"pgps,taps,paps,tgps",TRUE,FGM,ATB3 FGM (0-10s),Above Break 3s FGM (0-10s),Above Break 3s FGMs with 0-10 Secs on Shot Clock,NA,pos,int,Above Break 3s FGMs with 0 - 10 Seconds Left on Shot Clock,The total number of field goals made on above the break 3s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgmS12,"pgps,taps,paps,tgps",TRUE,FGM,ATB3 FGM (10-20s),Above Break 3s FGM (10-20s),Above Break 3s FGMs with 10-20 Secs on Shot Clock,NA,pos,int,Above Break 3s FGMs with 10 - 20 Seconds Left on Shot Clock,The total number of field goals made on above the break 3s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgmS23,"pgps,taps,paps,tgps",TRUE,FGM,ATB3 FGM (20-30s),Above Break 3s FGM (20-30s),Above Break 3s FGMs with 20-30 Secs on Shot Clock,NA,pos,int,Above Break 3s FGMs with 20 - 30 Seconds Left on Shot Clock,The total number of field goals made on above the break 3s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
atb3FgmU,"pgps,taps,paps,tgps",TRUE,uFGM,ATB3 uFGM,NA,NA,NA,pos,int,NA,NA,NA,NA,TRUE
atb3Orb,"taps,tgps",TRUE,ORB,ATB3 ORB,Above Break 3s Off Rebounds,Above Break 3s Offensive Rebounds,NA,pos,int,Above The Break 3s Offensive Rebounds,The total number of offensive rebounds grabbed on the team's missed above the break 3s.,NA,NA,TRUE
atb3OrbChnc,"taps,tgps",TRUE,CHNC,ATB3 ORB CHNC,Above Break 3s Off Rebound Chances,Above Break 3s Offensive Rebound Chances,NA,pos,int,Above The Break 3s Offensive Rebound Chances,The total number of offensive rebounds chances (offensive rebounds grabbed plus opponent defensive rebounds) on the team's missed above the break 3s.,NA,NA,TRUE
atb3OrbPct,"taps,tgps",TRUE,ORB%,ATB3 ORB%,Above Break 3s Off Rebound Pct,Above Break 3s Offensive Rebounding Percentage,NA,pos,pct,Above The Break 3s Offensive Rebounding Percentage,Percentage of the team's missed above the break 3s that were offensive rebounded by the team.,NA,NA,TRUE
atb3Reb,"taps,tgps",TRUE,REB,ATB3 REB,Above Break 3s Rebounds,Above Break 3s Rebounds,NA,pos,int,Above The Break 3s Rebounds,The total number of rebounds grabbed on the team's and opponent's missed above the break 3s.,NA,NA,TRUE
atb3RebChnc,"taps,tgps",TRUE,CHNC,ATB3 REB CHNC,Above Break 3s Rebound Chances,Above Break 3s Rebound Chances,NA,pos,int,Above The Break 3s Rebound Chances,The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed above the break 3s.,NA,NA,TRUE
atb3RebPct,"taps,tgps",TRUE,REB%,ATB3 REB%,Above Break 3s Rebound Pct,Above Break 3s Rebounding Percentage,NA,pos,pct,Above The Break 3s Rebounding Percentage,Percentage of the team's and opponent's missed above the break 3s that were rebounded by the team.,NA,NA,TRUE
atb3ShotDists,"pgps,taps,paps,tgps",TRUE,SumDist,ATB Sum of Dist,Sum of Shot Dist on ATB 3s,Sum of All Shot Distances on Above Break 3s,NA,pos,num,Sum of All Shot Distances on Above Break 3s,Sum of shot distances for all above the break 3s attempted.,NA,NA,TRUE
atr2Ast,"pgps,paps",TRUE,AST,ATR2 AST,At Rim Assists,At The Rim Assists,NA,pos,int,At The Rim Assists,"The total number of assists where the shooter scored at the rim, within 4.5 feet of the basket.",NA,NA,TRUE
atr2AstP40,"pgps,paps",TRUE,AST/40,ATR2 AST/40,At Rim Assists / 40 Mins,At The Rim Assists / 40 Mins,NA,pos,num,At The Rim Assists / 40 Mins,"The total number of assists per 40 minutes where the shooter scored at the rim, within 4.5 feet of the basket.",NA,NA,TRUE
atr2AstPg,paps,TRUE,AST/G,ATR2 AST/G,At Rim Assists / Game,At The Rim Assists / Game,NA,pos,num,At The Rim Assists / Game,"The total number of assists per game where the shooter scored at the rim, within 4.5 feet of the basket.",NA,NA,TRUE
atr2AstdPct,"pgps,taps,paps,tgps",TRUE,ASTD%,ATR2 ASTD%,At Rim Assisted Pct,At The Rim Assisted Pct,NA,pos,pct,At The Rim Assisted Percentage,"The percentage of shots made at the rim that were assisted, within 4.5 feet of the basket.",NA,NA,TRUE
atr2Drb,"taps,tgps",TRUE,DRB,ATR2 DRB,At Rim Def Rebounds,At The Rim Defensive Rebounds,NA,pos,int,At The Rim Defensive Rebounds,The total number of defensive rebounds grabbed on opponent's missed shots at the rim.,NA,NA,TRUE
atr2DrbChnc,"taps,tgps",TRUE,CHNC,ATR2 DRB CHNC,At Rim Def Rebound Chances,At The Rim Defensive Rebound Chances,NA,pos,int,At The Rim Defensive Rebound Chances,The total number of defensive rebounds chances (defensive rebounds grabbed plus opponent offensive rebounds) on opponent's missed shots at the rim.,NA,NA,TRUE
atr2DrbPct,"taps,tgps",TRUE,DRB%,ATR2 DRB%,At Rim Def Rebound Pct,At The Rim Defensive Rebounding Percentage,NA,pos,pct,At The Rim Defensive Rebounding Percentage,Percentage of the opponent's missed shots at the rim that were defensive rebounded by the team.,NA,NA,TRUE
atr2FgPct,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FG%,ATR2 FG%,At Rim FG%,At The Rim FG%,NA,pos,pct,At The Rim Field Goal Percentage,"Field goal percentage at the rim, within 4.5 feet of the basket.",NA,NA,TRUE
atr2FgPctS01,"pgps,taps,paps,tgps",TRUE,FG%,ATR2 FG% (0-10s),At Rim FG% (0-10s on Shot Clock),At The Rim FG% with 0-10 Secs on Shot Clock,NA,pos,pct,At The Rim FG% with 0-10 Secs on Shot Clock,Field goal percentage on shots taken at the rim with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
