key,tables,isKeeper,label1,label2,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip,isLabeled
med2FgaP40,"taps,paps",TRUE,FGA/40,MED2 FGA/40,Medium Distance 2s FGA / 40 Mins,Medium Distance 2s FGA / 40 Mins,NA,pos,num,Medium Distance 2s Field Goal Attempts / 40 Minutes,Field goal attempts on 10-15 foot 2-pointers per 40 minutes played.,NA,NA,TRUE
med2FgaPg,"taps,paps",TRUE,FGA/G,MED2 FGA/G,Medium Distance 2s FGA / Game,Medium Distance 2s FGA / Game,NA,pos,num,Medium Distance 2s Field Goal Attempts / Game,Field goal attempts on 10-15 foot 2-pointers per game.,NA,NA,TRUE
med2Fgm,"pgps,taps,paps,tgps",TRUE,FGM,MED2 FGM,Medium Distance 2s FGM,Medium Distance 2s FGM,NA,pos,int,Medium Distance 2s Field Goals Made,Field goals made on 10-15 foot 2-pointers.,NA,NA,TRUE
mid2Ast,"pgps,paps",TRUE,AST,MID2 AST,Midrange Assists,Midrange Assists,NA,pos,int,Midrange 2s Assists,The total number of assists where the shooter scored from the midrange.,NA,NA,TRUE
mid2AstP40,"pgps,paps",TRUE,AST/40,MID2 AST/40,Midrange Assists / 40 Mins,Midrange Assists / 40 Mins,NA,pos,num,Midrange 2s Assists / 40 Mins,The total number of assists per 40 minutes where the shooter scored from the midrange.,NA,NA,TRUE
mid2AstPg,paps,TRUE,AST/G,MID2 AST/G,Midrange Assists / Game,Midrange Assists / Game,NA,pos,num,Midrange 2s Assists / Game,The total number of assists per game where the shooter scored from the midrange.,NA,NA,TRUE
mid2AstdPct,"pgps,taps,paps,tgps",TRUE,ASTD%,MID2 ASTD%,Midrange Assisted Pct,Midrange Assisted Pct,NA,pos,pct,Midrange 2s Assisted Percentage,The percentage of shots made from the midrange that were assisted.,NA,NA,TRUE
mid2Drb,"taps,tgps",TRUE,DRB,MID2 DRB,Midrange Def Rebounds,Midrange Defensive Rebounds,NA,pos,int,Midrange 2s Defensive Rebounds,The total number of defensive rebounds grabbed on opponent's missed midrange 2s.,NA,NA,TRUE
mid2DrbChnc,"taps,tgps",TRUE,CHNC,MID2 DRB CHNC,Midrange Def Rebound Chances,Midrange Defensive Rebound Chances,NA,pos,int,Midrange 2s Defensive Rebound Chances,The total number of defensive rebounds chances (defensive rebounds grabbed plus opponent offensive rebounds) on opponent's missed midrange 2s.,NA,NA,TRUE
mid2DrbPct,"taps,tgps",TRUE,DRB%,MID2 DRB%,Midrange Def Rebound Pct,Midrange Defensive Rebounding Percentage,NA,pos,pct,Midrange 2s Defensive Rebounding Percentage,Percentage of the opponent's missed midrange 2s that were defensive rebounded by the team.,NA,NA,TRUE
mid2FgPct,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FG%,MID2 FG%,Mid 2s FG%,Midrange 2s FG%,NA,pos,pct,Midrange 2s Field Goal Percentage,Field goal percentage on midrange 2s.,NA,NA,TRUE
mid2FgPctS01,"pgps,taps,paps,tgps",TRUE,FG%,MID2 FG% (0-10s),Mid 2s FG% (0-10s on Shot Clock),Midrange 2s FG% with 0-10 Secs on Shot Clock,NA,pos,pct,Midrange 2s FG% with 0 - 10 Seconds Left on Shot Clock,Field goal percentage on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgPctS12,"pgps,taps,paps,tgps",TRUE,FG%,MID2 FG% (10-20s),Mid 2s FG% (10-20s on Shot Clock),Midrange 2s FG% with 10-20 Secs on Shot Clock,NA,pos,pct,Midrange 2s FG% with 10 - 20 Seconds Left on Shot Clock,Field goal percentage on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgPctS23,"pgps,taps,paps,tgps",TRUE,FG%,MID2 FG% (20-30s),Mid 2s FG% (20-30s on Shot Clock),Midrange 2s FG% with 20-30 Secs on Shot Clock,NA,pos,pct,Midrange 2s FG% with 20 - 30 Seconds Left on Shot Clock,Field goal percentage on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
mid2Fga,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGA,MID2 FGA,Mid 2s FGA,Midrange 2s FGA,NA,pos,int,Midrange 2s Field Goal Attempts,Field goal attempts on midrange 2s.,NA,NA,TRUE
mid2FgaFreq,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGA%,MID2 FGA%,Mid 2s FGA%,Midrange 2s FGA%,NA,pos,pct,Midrange 2s Field Goal Attempt Frequency,Percentage of shots taken as midrange 2s.,NA,NA,TRUE
mid2FgaFreqAllS01,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (0-10s) A,Mid 2s FGA% (0-10s) % All,Midrange 2s FGA% (0-10s) % of all shots,NA,pos,pct,"Midrange 2s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were midrange 2s with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgaFreqAllS12,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (10-20s) A,Mid 2s FGA% (10-20s) % All,Midrange 2s FGA% (10-20s) % of all shots,NA,pos,pct,"Midrange 2s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were midrange 2s with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgaFreqAllS23,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (20-30s) A,Mid 2s FGA% (20-30s) % All,Midrange 2s FGA% (20-30s) % of all shots,NA,pos,pct,"Midrange 2s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were midrange 2s with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgaFreqClockS01,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (0-10s) C,Mid 2s FGA% (0-10s) % Clock,Midrange 2s FGA% (0-10s) % of 0-10s shots,NA,pos,pct,"Midrange 2s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of 0 - 10s shots)",Percentage of all shots taken with 0 - 10 seconds remaining on the shot clock that were midrange 2s.,NA,NA,TRUE
mid2FgaFreqClockS12,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (10-20s) C,Mid 2s FGA% (10-20s) % Clock,Midrange 2s FGA% (10-20s) % of 10-20s shots,NA,pos,pct,"Midrange 2s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of 10 - 20s shots)",Percentage of all shots taken with 10 - 20 seconds remaining on the shot clock that were midrange 2s.,NA,NA,TRUE
mid2FgaFreqClockS23,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (20-30s) C,Mid 2s FGA% (20-30s) % Clock,Midrange 2s FGA% (20-30s) % of 20-30s shots,NA,pos,pct,"Midrange 2s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of 20 - 30s shots)",Percentage of all shots taken with 20 - 30 seconds remaining on the shot clock that were midrange 2s.,NA,NA,TRUE
mid2FgaFreqZoneS01,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (0-10s) Z,Mid 2s FGA% (0-10s) % Mid 2s,Midrange 2s FGA% (0-10s) % of Mid 2s,NA,pos,pct,"Midrange 2s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of Mid 2s)",Percentage of all midrange 2s that were taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgaFreqZoneS12,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (10-20s) Z,Mid 2s FGA% (10-20s) % Mid 2s,Midrange 2s FGA% (10-20s) % of Mid 2s,NA,pos,pct,"Midrange 2s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of Mid 2s)",Percentage of all midrange 2s that were taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgaFreqZoneS23,"pgps,taps,paps,tgps",TRUE,FGA%,MID2 FGA% (20-30s) Z,Mid 2s FGA% (20-30s) % Mid 2s,Midrange 2s FGA% (20-30s) % of Mid 2s,NA,pos,pct,"Midrange 2s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of Mid 2s)",Percentage of all midrange 2s that were taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgaP100,"taps,lu,oo",TRUE,FGA/100,MID2 FGA/100,Mid 2s FGA / 100,Midrange 2s FGA / 100 Poss,NA,pos,num,Midrange 2s Field Goal Attempts / 100 Possessions,Field goal attempts on midrange 2s per 100 possessions played.,NA,NA,TRUE
mid2FgaP40,"taps,paps,lu,oo",TRUE,FGA/40,MID2 FGA/40,Mid 2s FGA / 40,Midrange 2s FGA / 40 Mins,NA,pos,num,Midrange 2s Field Goal Attempts / 40 Minutes,Field goal attempts on midrange 2s per 40 minutes played.,NA,NA,TRUE
mid2FgaPg,"taps,paps",TRUE,FGA/G,MID2 FGA/G,Mid 2s FGA / Game,Midrange 2s FGA / Game,NA,pos,num,Midrange 2s Field Goal Attempts / Game,Field goal attempts on midrange 2s per game.,NA,NA,TRUE
mid2FgaS01,"pgps,taps,paps,tgps",TRUE,FGA,MID2 FGA (0-10s),Mid 2s FGA (0-10s),Midrange 2s FGAs with 0-10 Secs on Shot Clock,NA,pos,int,Midrange 2s FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of field goal attempts on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgaS12,"pgps,taps,paps,tgps",TRUE,FGA,MID2 FGA (10-20s),Mid 2s FGA (10-20s),Midrange 2s FGAs with 10-20 Secs on Shot Clock,NA,pos,int,Midrange 2s FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of field goal attempts on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgaS23,"pgps,taps,paps,tgps",TRUE,FGA,MID2 FGA (20-30s),Mid 2s FGA (20-30s),Midrange 2s FGAs with 20-30 Secs on Shot Clock,NA,pos,int,Midrange 2s FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of field goal attempts on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
mid2Fgm,"ppps,pgps,tpps,taps,paps,lu,tgps,oo",TRUE,FGM,MID2 FGM,Mid 2s FGM,Midrange 2s FGM,NA,pos,int,Midrange 2s Field Goals Made,Field goals made on midrange 2s.,NA,NA,TRUE
mid2FgmA,"pgps,taps,paps,tgps",TRUE,aFGM,MID2 aFGM,Assisted Mid 2s,Assisted Midrange 2s,NA,pos,int,Assisted Midrange 2s,NA,The total number of assisted midrange 2s made by the team.,The total number of assisted midrange 2s made by the player.,TRUE
mid2FgmAP100,taps,TRUE,aFGM/100,MID2 aFGM/100,Assisted Mid 2s / 100 Poss,Assisted Midrange 2s / 100 Poss,NA,pos,num,Assisted Midrange 2s / 100 Possessions,NA,"The number of assisted midrange 2s made by the team, per 100 possessions played.","The number of assisted midrange 2s made by the player, per 100 possessions played.",TRUE
mid2FgmAP40,"taps,paps",TRUE,aFGM/40,MID2 aFGM/40,Assisted Mid 2s / 40 Mins,Assisted Midrange 2s / 40 Mins,NA,pos,num,Assisted Midrange 2s / 40 Minutes,NA,"The number of assisted midrange 2s made by the team, per 40 minutes played.","The number of assisted midrange 2s made by the player, per 40 minutes played.",TRUE
mid2FgmAPg,"taps,paps",TRUE,aFGM/G,MID2 aFGM/G,Assisted Mid 2s / Game,Assisted Midrange 2s / Game,NA,pos,num,Assisted Midrange 2s / Game,NA,"The number of assisted midrange 2s made by the team, per game.","The number of assisted midrange 2s made by the player, per game.",TRUE
mid2FgmS01,"pgps,taps,paps,tgps",TRUE,FGM,MID2 FGM (0-10s),Mid 2s FGM (0-10s),Midrange 2s FGMs with 0-10 Secs on Shot Clock,NA,pos,int,Midrange 2s FGMs with 0 - 10 Seconds Left on Shot Clock,The total number of field goals made on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgmS12,"pgps,taps,paps,tgps",TRUE,FGM,MID2 FGM (10-20s),Mid 2s FGM (10-20s),Midrange 2s FGMs with 10-20 Secs on Shot Clock,NA,pos,int,Midrange 2s FGMs with 10 - 20 Seconds Left on Shot Clock,The total number of field goals made on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgmS23,"pgps,taps,paps,tgps",TRUE,FGM,MID2 FGM (20-30s),Mid 2s FGM (20-30s),Midrange 2s FGMs with 20-30 Secs on Shot Clock,NA,pos,int,Midrange 2s FGMs with 20 - 30 Seconds Left on Shot Clock,The total number of field goals made on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA,TRUE
mid2FgmU,"pgps,taps,paps,tgps",TRUE,uFGM,MID2 uFGM,NA,NA,NA,pos,int,NA,NA,NA,NA,TRUE
mid2Orb,"taps,tgps",TRUE,ORB,MID2 ORB,Midrange 2s Off Rebounds,Midrange 2s Offensive Rebounds,NA,pos,int,Midrange 2s Offensive Rebounds,The total number of offensive rebounds grabbed on the team's missed midrange 2s.,NA,NA,TRUE
mid2OrbChnc,"taps,tgps",TRUE,CHNC,MID2 ORB CHNC,Midrange 2s Off Rebound Chances,Midrange 2s Offensive Rebound Chances,NA,pos,int,Midrange 2s Offensive Rebound Chances,The total number of offensive rebounds chances (offensive rebounds grabbed plus opponent defensive rebounds) on the team's missed midrange 2s.,NA,NA,TRUE
mid2OrbPct,"taps,tgps",TRUE,ORB%,MID2 ORB%,Midrange 2s Off Rebound Pct,Midrange 2s Offensive Rebounding Percentage,NA,pos,pct,Midrange 2s Offensive Rebounding Percentage,Percentage of the team's missed midrange 2s that were offensive rebounded by the team.,NA,NA,TRUE
mid2Reb,"taps,tgps",TRUE,REB,MID2 REB,Midrange 2s Rebounds,Midrange 2s Rebounds,NA,pos,int,Midrange 2s Rebounds,The total number of rebounds grabbed on the team's and opponent's missed midrange 2s.,NA,NA,TRUE
mid2RebChnc,"taps,tgps",TRUE,CHNC,MID2 REB CHNC,Midrange 2s Rebound Chances,Midrange 2s Rebound Chances,NA,pos,int,Midrange 2s Rebound Chances,The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed midrange 2s.,NA,NA,TRUE
mid2RebPct,"taps,tgps",TRUE,REB%,MID2 REB%,Midrange 2s Rebound Pct,Midrange 2s Rebounding Percentage,NA,pos,pct,Midrange 2s Rebounding Percentage,Percentage of the team's and opponent's missed midrange 2s that were rebounded by the team.,NA,NA,TRUE
mins,"pps,tpcs,tgs,nil,pas,tas,tgcs,tps,pgs",TRUE,MP,MP,Minutes Played,Minutes Played,NA,pos,int,Minutes Played,NA,The total number of minutes played by the team.,The total number of minutes played by the player.,TRUE
minsCutoffPctile,oo,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
minsInPoss,"taps,tgps",TRUE,IN,IN POSS,Mins with Possession,Minutes with Possession,NA,pos,num,Minutes with Possession,NA,"Number of minutes when the team is with possession. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.",NA,TRUE
minsInPossPg,taps,TRUE,IN,IN POSS/G,Mins with Possession / Game,Minutes with Possession / Game,NA,pos,num,Minutes with Possession / Game,NA,"Number of minutes when the team is with possession, per game. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.",NA,TRUE
minsOff,oo,TRUE,Off,Off,Minutes Off Court,Minutes Off Court,NA,pos,int,Minutes Off Court,The total number of team minutes played with the player off-court.,NA,NA,TRUE
minsOn,oo,TRUE,On,On,Minutes On Court,Minutes On Court,NA,pos,int,Minutes On Court,The total number of team minutes played with the player on-court.,NA,NA,TRUE
minsOutPoss,"taps,tgps",TRUE,OUT,OUT POSS,Mins without Possession,Minutes without Possession,NA,neg,num,Minutes without Possession,NA,"Number of minutes when the opposing team is with possession. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.",NA,TRUE
minsOutPossPg,taps,TRUE,OUT,OUT POSS/G,Mins without Possession / Game,Minutes without Possession / Game,NA,neg,num,Minutes without Possession / Game,NA,"Number of minutes when the opposing team is with possession, per game. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.",NA,TRUE
minsP40,pas,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
minsPbp,"ppps,pgps,tgs,pas,tas,tpps,tps,taps,paps,lu,tgps,oo",TRUE,MP*,MP*,Minutes Played (PBP),Minutes Played (PBP),NA,pos,int,Minutes Played,NA,The total number of minutes played by the team in games where play-by-play data was tracked and collected by the NCAA.,The totol number of minutes played by the player in games where play-by-play data was tracked and collected by the NCAA.,TRUE
minsPct,oo,TRUE,Pct,Pct,Minutes Played Pct,Percent of Team Minutes Played,NA,pos,pct,Minutes Played Pct,The percentage of team minutes played with the player on-court.,NA,NA,TRUE
minsPg,pas,TRUE,MPG,MPG,Minutes / Game,Minutes / Game,NA,pos,num,Minutes / Game,The number of minutes played per game.,NA,NA,TRUE
minsThreshold,"pas,paps",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
minsTm,"pps,pgps,pas,pgs,paps",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
minsTmBy5,"pps,pgps,pas,pgs,paps",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
nba3FgaFreq,"pgps,taps,paps,tgps",TRUE,3PAr**NBA,3PAr**NBA,NBA 3-Point Att Rate,NBA Three Point Attempt Rate,NA,pos,pct,NBA Three Point Attempt Rate,NA,Percentage of the team's field goal attempts that were NBA-distance 3-point field goal attempts.,Percentage of the player's field goal attempts that were NBA-distance 3-point field goal attempts.,TRUE
nba3FgaFreq3s,"pgps,taps,paps,tgps",TRUE,3PA%**NBA,3PA%**NBA,NBA 3s as % of All 3s,NBA 3PAs as a percent of all 3PAs,NA,pos,pct,NBA 3PAs as a percent of all 3PAs,NA,Percentage of the team's 3-point attempts that were NBA-distance 3-point field goal attempts.,Percentage of the player's 3-point attempts that were NBA-distance 3-point field goal attempts.,TRUE
nbaFg3Pct,"pgps,taps,paps,tgps",TRUE,3P%**NBA,3P%**NBA,NBA 3-Point Pct,NBA 3-Point Percentage,NA,pos,pct,NBA 3-Point Percentage,NA,Percentage of the team's NBA-distance 3-point field goal attempts that were made.,Percentage of the player's NBA-distance 3-point field goal attempts that were made.,TRUE
nbaFga3,"pgps,taps,paps,tgps",TRUE,3PA**NBA,3PA**NBA,NBA 3-Point Attempts,NBA 3-Point Field Goal Attempts,NA,pos,int,NBA 3-Point Field Goal Attempts,The total number of NBA-distance 3-point field goal attempts taken.,NA,NA,TRUE
nbaFgm3,"pgps,taps,paps,tgps",TRUE,3PM**NBA,3PM**NBA,NBA 3-Pointers Made,NBA 3-Point Field Goals Made,NA,pos,int,NBA 3-Point Field Goals Made,The total number of NBA-distance 3-point field goals made.,NA,NA,TRUE
netPts,gfl,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
netRankAgst,"pps,pgps,tpcs,tgs,tgcs,tps,pgs,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
netRanking,"tas,taps",TRUE,NET,NET Ranking,Net Ranking,NCAA Net Ranking,NA,neg,int,NCAA Net Ranking,The NCAA's Official NET Ranking metric.,NA,NA,TRUE
netRtg,"tgs,tas,tps,lu,oo",TRUE,Net Rtg,Net Rtg,Net Rating,Net Rating,NA,pos,num,Net Rating,NA,Measures the team's point differential (points scored - points allowed) per 100 possessions.,NA,TRUE
netRtgAdj,tas,TRUE,Net Rtg**Adj,Net Rtg**Adj,Net Rating**Adj,Net Rating (Adj for opponent),NA,pos,num,Net Rating (Adjusted for Opponents),NA,"The team's net rating, taking into account an adjustment based on the average Net Rating allowed by the team's opponents throughout the season.",NA,TRUE
netRtgAdjGap,tas,TRUE,--->,Net Rtg Adj,Adjustment to Net Rtg,Adjustment to Net Rating,NA,pos,num,Adjustment to Net Rating,NA,"The size of the adjustment for the team's adjusted net rating, that takes into account the average Net Rating allowed by the team's opponents throughout the season.",NA,TRUE
netppp,gfl,TRUE,PPP,NETPPP,Net PPP,Net PPP,NA,pos,num2,Net Points / Possession,NA,An estimate of the team's point differential (points scored - points allowed) per possession.,NA,TRUE
nextCompetitionId,"pas,paps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
nextConferenceId,"pas,paps",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
nextTeamId,"pas,paps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
nextTeamMarket,"pas,paps",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
nilAvg,nil,TRUE,Avg,NIL Avg,Average NIL Prediction,Average NIL Prediction,NA,pos,$100k,Average NIL Prediction,"The average value of our four individual/separate NIL predictions for players. Those individual predictions are based on models derived using (i) RAPM (regularized adjusted plus/minus), (ii) PER (player efficiency rating), (iii) WS / 40 (win shares / 40 minutes), and (iv) WARP / 40 (wins above replacement player / 40 minutes)",NA,NA,TRUE
nilMax,nil,TRUE,Max,NIL Max,Max NIL Prediction,Maximum NIL Prediction,NA,pos,$100k,Maximum NIL Prediction,"The highest of our four individual/separate NIL predictions for players. Those individual predictions are based on models derived using (i) RAPM (regularized adjusted plus/minus), (ii) PER (player efficiency rating), (iii) WS / 40 (win shares / 40 minutes), and (iv) WARP / 40 (wins above replacement player / 40 minutes)",NA,NA,TRUE
nilMed,nil,TRUE,Median,NIL Median,Median NIL Prediction,Median NIL Prediction,NA,pos,$100k,Median NIL Prediction,"The median value of our four individual/separate NIL predictions for players. Those individual predictions are based on models derived using (i) RAPM (regularized adjusted plus/minus), (ii) PER (player efficiency rating), (iii) WS / 40 (win shares / 40 minutes), and (iv) WARP / 40 (wins above replacement player / 40 minutes)",NA,NA,TRUE
nilMin,nil,TRUE,Min,NIL Minimum,Min NIL Prediction,Minimum NIL Prediction,NA,pos,$100k,Minimum NIL Prediction,"The lowest of our four individual/separate NIL predictions for players. Those individual predictions are based on models derived using (i) RAPM (regularized adjusted plus/minus), (ii) PER (player efficiency rating), (iii) WS / 40 (win shares / 40 minutes), and (iv) WARP / 40 (wins above replacement player / 40 minutes)",NA,NA,TRUE
nilPer,nil,TRUE,PER,NIL PER,NIL Prediction from PER,NIL Prediction from PER,NA,pos,$100k,NIL Prediction from PER,NIL prediction based on the player's PER (player efficiency rating). This prediction is based on a multi-linear regression model trained using player PER values and real NIL amounts paid to players.,NA,NA,TRUE
nilRapm,nil,TRUE,RAPM,NIL RAPM,NIL Prediction from RAPM,NIL Prediction from RAPM,NA,pos,$100k,NIL Prediction from RAPM,NIL prediction based on the player's RAPM (regularized adjusted plus/minus). This prediction is based on a multi-linear regression model trained using player RAPM values and real NIL amounts paid to players.,NA,NA,TRUE
nilWarp,nil,TRUE,WARP/40,NIL WARP/40,NIL Prediction from WARP/40,NIL Prediction from WARP/40,NA,pos,$100k,NIL Prediction from WARP/40,NIL prediction based on the player's WARP/40 (wins above replacement player / 40 minutes). This prediction is based on a multi-linear regression model trained using player WARP/40 values and real NIL amounts paid to players.,NA,NA,TRUE
nilWs,nil,TRUE,WS/40,NIL WS/40,NIL Prediction from WS/40,NIL Prediction from WS/40,NA,pos,$100k,NIL Prediction from WS/40,NIL prediction based on the player's WS/40 (win shares / 40 minutes). This prediction is based on a multi-linear regression model trained using player WS/40 values and real NIL amounts paid to players.,NA,NA,TRUE
numStreaks,tass,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
oFirstChnc,"taps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
oPbkChnc,"taps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
oPoss,"tgs,gfl,tas,tps,taps,lu,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
oSecsFirstChnc,"taps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
oSecsPbkChnc,"taps,tgps",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
oSecsPerFirstChnc,"taps,tgps",TRUE,S/CHNC,S/CHNC O,Avg Seconds / O Chance,Average Seconds / Offensive Chance,NA,neg,num,Average # of Seconds / Offensive Chance,NA,"The average number of seconds per offensive chance. This number is identical to seconds / offensive possession, except with seconds after an offensive rebound excluded, and with putback chances excluded. This number effectively measures the average number of seconds from the start of a possession until a team's first shot, shooting foul or turnover.",NA,TRUE
oSecsPerPbkChnc,"taps,tgps",TRUE,S/PUT,S/PUT O,Avg Seconds / O Putback,Average Seconds / Offensive Putback,NA,neg,num,Average # of Seconds / Offensive Putback,NA,"The average number of seconds per offensive putback. This number measures the average length of chances (average seconds until the next shot, shooting foul or turnover) that start following an offensive rebound.",NA,TRUE
oSecsPerPoss,"taps,tgps",TRUE,S/POSS,S/POSS O,Avg Seconds / O Poss,Average Seconds / Offensive Poss,NA,neg,num,Average # of Seconds / Offensive Possession,NA,"The average number of seconds per offensive possession. This number measures the average length of entire offensive possessions, so added seconds from offensive rebounds count, as offensive rebounds extend a single possession.",NA,TRUE
oSecsPoss,"taps,tgps",TRUE,SECS,SECS POSS,NA,NA,NA,neg,num,NA,NA,NA,NA,TRUE
onOffDiff,oo,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
onStreak,"tssc,tass",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
opf,"pps,pgps,tpcs,tgs,pas,tas,tgcs,tps,pgs,taps,paps,lu,tgps,oo",TRUE,OPF,OPF,Offensive Personal Fouls,Offensive Personal Fouls,NA,neg,int,Offensive Personal Fouls,The total number of offensive personal fouls committed.,NA,NA,TRUE
opfP100,"tas,taps,lu,oo",TRUE,OPF/100,OPF/100,OPFs / 100 Poss,Offensive Personal Fouls / 100 Poss,NA,neg,num,Offensive Personal Fouls / 100 Poss,An estimate of the number of offensive personal fouls committed per 100 possessions played.,NA,NA,TRUE
opfP40,"pas,tas,taps,paps,lu,oo",TRUE,OPF/40,OPF/40,OPFs / 40 Mins,Offensive Personal Fouls / 40 Mins,NA,neg,num,Offensive Personal Fouls / 40 Mins,The number of offensive personal fouls committed per 40 minutes played.,NA,NA,TRUE
opfPct,"pgps,taps,paps,tgps",TRUE,OPF%,OPF%,OPF Percentage,Offensive Personal Fouls Percentage,NA,neg,pct,Offensive Personal Fouls Percentage,The percentage of possessions with an offensive personal foul committed.,NA,NA,TRUE
opfPg,"pas,tas,taps,paps",TRUE,OPF/G,OPF/G,OPFs / Game,Offensive Personal Fouls / Game,NA,neg,num,Offensive Personal Fouls / Game,The number of offensive personal fouls committed per game.,NA,NA,TRUE
opfd,"pgps,taps,paps,tgps",TRUE,OPFD,OPFD,Offensive Personal Fouls Drawn,Offensive Personal Fouls Drawn,NA,pos,int,Offensive Personal Fouls Drawn,NA,The total number of offensive personal fouls drawn by the team.,The total number of offensive personal fouls drawn by the player.,TRUE
opfdP100,taps,TRUE,OPFD/100,OPFD/100,OPF Drawn / 100 Poss,Offensive Personal Fouls Drawn / 100 Poss,NA,pos,num,Offensive Personal Fouls Drawn / 100 Poss,NA,"The total number of offensive personal fouls drawn by the team, per 100 possessions played.","The total number of offensive personal fouls drawn by the player, per 100 possessions played.",TRUE
